brand,price,rating,sim_type,5g,volte,nfc,ir_blaster,processor_brand,num_cores,processor_speed,ram,storage,battery,fast_charging,fast_charging_capacity,display_type,screen_size,screen_resolution,refresh_rate,display_category,num_back_camera,num_front_camera,card,os,os_version,apple,asus,blackview,blu,cat,cola,doogee,duoqin,gionee,google,honor,huawei,ikall,infinix,iqoo,itel,jio,lava,leeco,leitz,lenovo,letv,lg,lyf,micromax,motorola,nokia,nothing,nubia,oneplus,oppo,oukitel,poco,realme,redmi,royole,samsung,sharp,sony,tcl,tecno,tesla,vertu,vivo,xiaomi,zte,Dual Sim,Single Sim,no,yes,no,yes,no,yes,no,yes,Not Available,a13,apple,bionic,dimensity,exynos,fusion,google,helio,kirin,qualcomm,samsung,sanpdragon,sc9863a,snapdragon,spreadtrum,tiger,unisoc,Dual Display,Foldable Display,"Foldable Display, Dual Display",Normal Display,Dual Punch Hole,Large Notch,No info available,Punch Hole,Small Notch,Water Drop Notch,Android,EMUI,Harmony,HarmonyOS,Hongmeng,Not Available,Pragati,iOS
apple,172999,77.0,Dual Sim,yes,yes,yes,no,bionic,6,0,6,1024,3200,1,1.0,Normal Display,6.1,"1179x2556px,",120,No info available,3,1,0,iOS,v16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
xiaomi,17990,79.0,Dual Sim,yes,yes,no,yes,snapdragon,8,2,6,128,5100,1,18.0,Normal Display,6.73,"1080x2408px,",120,Punch Hole,2,1,1024,Android,v13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,13774,76.0,Dual Sim,no,yes,no,yes,helio,8,2,6,128,5000,1,18.0,Normal Display,6.58,"1080x2400px,",90,Water Drop Notch,3,1,512,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
nokia,8999,64.0,Dual Sim,no,yes,no,no,unisoc,8,1,4,64,5050,0,-1.0,Normal Display,6.52,720x1600px,60,Water Drop Notch,2,1,1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
oneplus,18990,75.0,Dual Sim,yes,yes,yes,no,dimensity,8,2,4,64,5000,1,33.0,Normal Display,6.56,"720x1612px,",90,Water Drop Notch,2,1,1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tecno,14999,77.0,Dual Sim,no,yes,yes,no,helio,8,2,6,128,5000,1,18.0,Normal Display,6.8,"1080x2400px,",90,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,7999,61.0,Dual Sim,no,yes,no,no,tiger,8,1,3,32,5000,1,10.0,Normal Display,6.5,720x1600px,60,Water Drop Notch,1,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xiaomi,39999,85.0,Dual Sim,yes,yes,yes,yes,snapdragon,8,3,8,128,5000,1,120.0,Normal Display,6.67,"1220x2712px,",144,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
oppo,11990,67.0,Dual Sim,no,yes,no,no,helio,8,2,3,64,5000,1,33.0,Normal Display,6.56,720x1612px,60,Water Drop Notch,2,1,1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
infinix,12999,77.0,Dual Sim,no,yes,no,no,helio,8,2,6,128,5000,1,33.0,Normal Display,6.7,2400x1080px,60,Punch Hole,3,1,512,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,54999,77.0,Dual Sim,yes,yes,yes,no,Not Available,8,0,8,128,4500,1,1.0,Normal Display,6.5,1080x2400px,60,Punch Hole,4,1,0,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,24990,72.0,Dual Sim,yes,yes,no,no,Not Available,8,0,6,128,6000,1,1.0,Normal Display,6.7,1080x2400px,60,Punch Hole,3,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
vivo,59999,88.0,Dual Sim,yes,yes,no,no,dimensity,8,3,12,256,4500,1,80.0,Normal Display,6.78,"1080x2400px,",120,Punch Hole,3,1,0,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
poco,19999,72.0,Dual Sim,yes,yes,no,no,snapdragon,8,0,6,128,5000,1,1.0,Normal Display,6.67,"1080x2400px,",120,Punch Hole,4,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
infinix,16999,79.0,Dual Sim,no,yes,no,no,helio,8,2,8,128,5000,1,33.0,Normal Display,6.7,1080x2400px,60,Punch Hole,3,1,1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,14999,60.0,Dual Sim,no,yes,no,no,exynos,8,0,4,64,6000,0,-1.0,Normal Display,6.5,720x1600px,60,Water Drop Notch,3,1,512,Android,v13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
vivo,29990,76.0,Dual Sim,yes,yes,no,no,snapdragon,8,0,8,128,4500,1,67.0,Normal Display,6.44,"1080x2408px,",90,Water Drop Notch,3,1,1024,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xiaomi,13990,69.0,Dual Sim,yes,yes,no,yes,dimensity,8,2,4,128,5000,1,18.0,Normal Display,6.58,"1080x2408px,",90,Punch Hole,2,1,0,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,17999,81.0,Dual Sim,no,yes,no,yes,helio,8,2,6,128,5000,1,67.0,Normal Display,6.67,"1080x2400px,",120,Punch Hole,4,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,11399,73.0,Dual Sim,no,yes,no,no,tiger,8,1,4,64,5000,1,18.0,Normal Display,6.6,1080x2408px,60,Water Drop Notch,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
vivo,19990,79.0,Dual Sim,yes,yes,no,no,dimensity,8,2,8,128,6000,1,18.0,Normal Display,6.58,1080x2408px,60,Water Drop Notch,2,1,-1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
vivo,15499,74.0,Dual Sim,no,yes,no,no,snapdragon,8,2,4,128,5000,1,18.0,Normal Display,6.51,"1600x720px,",90,Water Drop Notch,3,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
gionee,6999,0.0,Dual Sim,no,yes,no,no,tiger,4,2,3,32,4800,0,-1.0,Normal Display,6.8,720x1600px,60,Punch Hole,1,1,1,Android,v10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,12499,77.0,Dual Sim,no,yes,no,yes,snapdragon,8,2,4,128,5020,1,18.0,Normal Display,6.67,1080x2400px,60,Punch Hole,4,1,512,Android,v10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
apple,91999,80.0,Dual Sim,yes,yes,yes,no,bionic,6,3,4,512,3240,1,1.0,Normal Display,6.1,1170x2532px,60,Small Notch,2,1,0,iOS,v15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
infinix,9690,71.0,Dual Sim,no,yes,no,no,helio,8,2,4,64,5000,0,-1.0,Normal Display,6.78,"1080x2480px,",90,Punch Hole,3,1,256,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,32990,85.0,Dual Sim,yes,yes,yes,no,snapdragon,8,3,8,128,4500,1,65.0,Normal Display,6.55,"1080x2400px,",120,Punch Hole,3,1,-1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,42990,87.0,Dual Sim,yes,yes,yes,yes,snapdragon,8,3,8,128,4500,1,67.0,Normal Display,6.28,"1080x2400px,",120,Punch Hole,3,1,-1,Android,v12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
cat,14999,0.0,Single Sim,no,yes,no,no,qualcomm,4,1,2,16,2000,0,-1.0,Dual Display,4.0,480x640px,60,No info available,1,1,128,Not Available,Not Available,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
xiaomi,18699,82.0,Dual Sim,no,yes,no,yes,snapdragon,8,2,8,128,4250,1,33.0,Normal Display,6.55,"1080x2400px,",90,Punch Hole,3,1,512,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,10990,76.0,Dual Sim,yes,yes,no,no,dimensity,8,2,4,128,5000,1,18.0,Normal Display,6.5,1080x2400px,60,Punch Hole,3,1,1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,30990,85.0,Dual Sim,yes,yes,no,yes,snapdragon,8,2,8,128,4520,1,33.0,Normal Display,6.67,"1080x2400px,",120,Punch Hole,3,1,-1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
lenovo,59999,89.0,Dual Sim,yes,yes,yes,no,snapdragon,8,2,16,512,5000,1,120.0,Normal Display,6.5,"1080x2400px,",144,No info available,2,1,-1,Android,v10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
samsung,23999,83.0,Dual Sim,no,yes,yes,no,exynos,8,2,6,128,7000,1,1.0,Normal Display,6.71,1080x2400px,60,Punch Hole,4,1,1024,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
realme,9999,69.0,Dual Sim,yes,yes,no,no,dimensity,8,2,4,128,5000,1,18.0,Normal Display,6.5,720x1600px,60,Water Drop Notch,3,1,-1,Android,v10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
apple,119900,80.0,Dual Sim,yes,yes,yes,no,bionic,6,3,6,256,Not,0,-1.0,Normal Display,6.1,1170x2532px,60,Large Notch,3,1,0,iOS,v14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
xiaomi,9299,67.0,Dual Sim,no,yes,no,no,helio,8,2,4,128,5000,1,10.0,Normal Display,6.53,720x1600px,60,Water Drop Notch,1,1,512,Android,v10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
realme,12989,77.0,Dual Sim,no,yes,no,no,helio,8,2,6,64,4300,1,30.0,Normal Display,6.5,"1080x2400px,",90,Punch Hole,4,1,256,Android,v10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
samsung,4999,0.0,Dual Sim,no,yes,no,no,Not Available,4,1,1,16,3000,0,-1.0,Normal Display,5.3,720x1480px,60,No info available,1,1,1,Android,v10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
oppo,29990,83.0,Dual Sim,yes,yes,no,no,snapdragon,8,2,8,128,4300,1,65.0,Normal Display,6.43,1080x2400px,60,Punch Hole,4,1,-1,Android,v11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
oppo,12490,72.0,Dual Sim,no,yes,no,no,helio,8,2,6,128,4230,0,-1.0,Normal Display,6.5,720x1600px,60,Water Drop Notch,3,1,256,Android,v9.0 (Pie),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
sony,27999,75.0,Dual Sim,no,yes,yes,no,snapdragon,8,2,4,128,3600,1,18.0,Normal Display,6.0,"1080x2520px,",90,No info available,3,1,1,Android,v10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
vivo,8199,0.0,Dual Sim,no,yes,no,no,helio,8,2,2,32,4030,0,-1.0,Normal Display,6.22,720x1520px,60,Water Drop Notch,1,1,256,Android,v8.1 (Oreo),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
huawei,21990,81.0,Dual Sim,no,yes,no,no,kirin,8,2,8,128,4200,1,40.0,Normal Display,6.4,1080x2340px,60,Punch Hole,4,1,256,Android,v10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
vivo,20000,73.0,Dual Sim,no,yes,no,no,helio,8,2,4,128,5000,1,18.0,Normal Display,6.53,1080x2340px,60,Water Drop Notch,3,1,256,Android,v9.0 (Pie),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
vivo,11990,74.0,Dual Sim,no,yes,no,no,snapdragon,8,2,6,64,5000,1,18.0,Normal Display,6.53,1080x2340px,60,Water Drop Notch,3,1,256,Android,v9.0 (Pie),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
xiaomi,11989,75.0,Dual Sim,no,yes,no,yes,helio,8,2,4,64,5020,1,22.5,Normal Display,6.53,1080x2340px,60,Punch Hole,4,1,512,Android,v10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
xiaomi,11490,66.0,Dual Sim,no,yes,no,yes,snapdragon,8,2,4,64,5000,1,18.0,Normal Display,6.22,720x1520px,60,Water Drop Notch,2,1,512,Android,v9.0 (Pie),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
motorola,11490,68.0,Dual Sim,no,yes,no,no,helio,8,2,4,64,4000,1,10.0,Normal Display,6.2,720x1520px,60,Water Drop Notch,3,1,512,Android,v9.0 (Pie),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
